Genome,Genome ID,Accession,PATRIC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.328","spr0291","VBIStrPne107296_0328","PATRIC.171101.6.NC_003098.CDS.292900.293334.fwd","PATRIC","CDS",292900,293334,435,"+","FIG00002559","PLF_1301_00001644","PGF_00029733","NP_357885.1",144,"PTS-EII","PTS system, hyaluronate-oligosaccharide-specific IIA component",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.329","spr0292","VBIStrPne107296_0329","PATRIC.171101.6.NC_003098.CDS.293346.294536.fwd","PATRIC","CDS",293346,294536,1191,"+","FIG00006534","PLF_1301_00000851","PGF_00066088","NP_357886.1",396,"ugl","Unsaturated chondroitin disaccharide hydrolase (EC 3.2.1.180)",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.330","spr0293","VBIStrPne107296_0330","PATRIC.171101.6.NC_003098.CDS.294547.295038.fwd","PATRIC","CDS",294547,295038,492,"+","FIG00002159","PLF_1301_00000876","PGF_00029735","NP_357887.1",163,"PTS-EII","PTS system, hyaluronate-oligosaccharide-specific IIB component",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.331","spr0294","VBIStrPne107296_0331","PATRIC.171101.6.NC_003098.CDS.295053.295832.fwd","PATRIC","CDS",295053,295832,780,"+","FIG00138843","PLF_1301_00000710","PGF_00029737","NP_357888.1",259,"PTS-EII","PTS system, hyaluronate-oligosaccharide-specific IIC component",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.332","spr0295","VBIStrPne107296_0332","PATRIC.171101.6.NC_003098.CDS.295819.296637.fwd","PATRIC","CDS",295819,296637,819,"+","FIG00002309","PLF_1301_00000704","PGF_00029742","NP_357889.1",272,"PTS-EII","PTS system, hyaluronate-oligosaccharide-specific IID component",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.32","spr0029","VBIStrPne107296_0032","PATRIC.171101.6.NC_003098.CDS.29624.30016.rev","PATRIC","CDS",29624,30016,393,"-","FIG01306568","PLF_1301_00000010","PGF_01000105","NP_357623.1",130,"IS1167-truncation","Mobile element protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.333","spr0296","VBIStrPne107296_0333","PATRIC.171101.6.NC_003098.CDS.296742.296930.fwd","PATRIC","CDS",296742,296930,189,"+","FIG00051656","PLF_1301_00001625","PGF_00685189","NP_357890.1",62,,"Protein translocase subunit YajC",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.334","spr0297","VBIStrPne107296_0334","PATRIC.171101.6.NC_003098.CDS.296952.298853.fwd","PATRIC","CDS",296952,298853,1902,"+","FIG00141795","PLF_1301_00001614","PGF_00026900","NP_357891.1",633,,"Oligohyaluronate lyase (EC 4.2.2.-)","GO:0052762|gellan lyase activity;GO:0052762|exo-oligoalginate lyase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.335","spr0298","VBIStrPne107296_0335","PATRIC.171101.6.NC_003098.CDS.298913.299914.fwd","PATRIC","CDS",298913,299914,1002,"+","FIG00014782","PLF_1301_00001553","PGF_00058649","NP_357892.1",333,"regR","Transcriptional regulator RegR, rpressor of hyaluronate and KDG utilization",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.4","spr0004","VBIStrPne107296_0004","PATRIC.171101.6.NC_003098.CDS.3000.4115.fwd","PATRIC","CDS",3000,4115,1116,"+","FIG00049915","PLF_1301_00000209","PGF_00007012","NP_357598.1",371,,"GTP-binding and nucleic acid-binding protein YchF","GO:0005525|GTP binding;GO:0005622|intracellular"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.336","spr0299","VBIStrPne107296_0336","PATRIC.171101.6.NC_003098.CDS.300143.300406.rev","PATRIC","CDS",300143,300406,264,"-","FIG01114217","PLF_1301_00001734","PGF_00370696","NP_357893.1",87,,"hypothetical protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.337","spr0300","VBIStrPne107296_0337","PATRIC.171101.6.NC_003098.CDS.300360.300602.rev","PATRIC","CDS",300360,300602,243,"-","FIG01114713","PLF_1301_00002741","PGF_08225224","NP_357894.1",80,,"hypothetical protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.338","spr0301","VBIStrPne107296_0338","PATRIC.171101.6.NC_003098.CDS.300618.300812.rev","PATRIC","CDS",300618,300812,195,"-","FIG01312241","PLF_1301_00055339","PGF_06335969","NP_357895.1",64,"yorfE","Transcriptional regulator, Xre family",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.339","spr0302","VBIStrPne107296_0339","PATRIC.171101.6.NC_003098.CDS.300978.301928.fwd","PATRIC","CDS",300978,301928,951,"+","FIG00000172","PLF_1301_00000265","PGF_02390924","NP_357896.1",316,"mraW","16S rRNA (cytosine(1402)-N(4))-methyltransferase (EC 2.1.1.199)",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.33","spr0030","VBIStrPne107296_0033","PATRIC.171101.6.NC_003098.CDS.30143.30376.rev","PATRIC","CDS",30143,30376,234,"-","FIG01117638","PLF_1301_00001712","PGF_08225224","NP_357624.1",77,,"hypothetical protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.340","spr0303","VBIStrPne107296_0340","PATRIC.171101.6.NC_003098.CDS.301940.302257.fwd","PATRIC","CDS",301940,302257,318,"+","FIG00001060","PLF_1301_00001177","PGF_00986107","NP_357897.1",105,"ftsL","Cell division protein FtsL",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.341","spr0304","VBIStrPne107296_0341","PATRIC.171101.6.NC_003098.CDS.302261.304513.fwd","PATRIC","CDS",302261,304513,2253,"+","FIG00046929","PLF_1301_00001149","PGF_10302926","NP_357898.1",750,"pbpX","Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129)","GO:0008955|peptidoglycan glycosyltransferase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.34",,"VBIStrPne107296_0034","PATRIC.171101.6.NC_003098.CDS.30334.30660.rev","PATRIC","CDS",30334,30660,327,"-","FIG01956776","PLF_1301_00029910","PGF_08225224",,108,,"hypothetical protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.342","spr0305","VBIStrPne107296_0342","PATRIC.171101.6.NC_003098.CDS.304515.305495.fwd","PATRIC","CDS",304515,305495,981,"+","FIG00000221","PLF_1301_00000320","PGF_00033359","NP_357899.1",326,"mraY","Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13)","GO:0008963|phospho-N-acetylmuramoyl-pentapeptide-transferase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.343",,"VBIStrPne107296_0343","PATRIC.171101.6.NC_003098.CDS.305509.305613.fwd","PATRIC","CDS",305509,305613,105,"+","FIG00638284","PLF_1301_00036958","PGF_03009435",,34,,"hypothetical protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.344","spr0307","VBIStrPne107296_0344","PATRIC.171101.6.NC_003098.CDS.306052.308157.fwd","PATRIC","CDS",306052,308157,2106,"+","FIG01117670","PLF_1301_00072137","PGF_03523455","NP_357901.1",701,"clpL","ClpE-like protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.36","spr0031","VBIStrPne107296_0036","PATRIC.171101.6.NC_003098.CDS.30700.31053.rev","PATRIC","CDS",30700,31053,354,"-","FIG01116717","PLF_1301_00029910","PGF_08225224","NP_357625.1",117,,"hypothetical protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.345","spr0308","VBIStrPne107296_0345","PATRIC.171101.6.NC_003098.CDS.308453.308935.rev","PATRIC","CDS",308453,308935,483,"-","FIG00000845","PLF_1301_00000175","PGF_00049433","NP_357902.1",160,"luxS","S-ribosylhomocysteine lyase (EC 4.4.1.21) @ Autoinducer-2 production protein LuxS","GO:0043768|S-ribosylhomocysteine lyase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.346","spr0309","VBIStrPne107296_0346","PATRIC.171101.6.NC_003098.CDS.309030.310514.rev","PATRIC","CDS",309030,310514,1485,"-","FIG01120704","PLF_1301_00000668","PGF_00018092","NP_357903.1",494,,"ATP-dependent Zn protease",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.347","spr0310","VBIStrPne107296_0347","PATRIC.171101.6.NC_003098.CDS.310667.312274.fwd","PATRIC","CDS",310667,312274,1608,"+","FIG00134202","PLF_1301_00000810","PGF_00007806","NP_357904.1",535,"dexB","Glucan 1,6-alpha-glucosidase (EC 3.2.1.70)","GO:0003824|catalytic activity;GO:0005975|carbohydrate metabolic process;GO:0043169|cation binding"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.348","spr0311","VBIStrPne107296_0348","PATRIC.171101.6.NC_003098.CDS.312433.312606.fwd","PATRIC","CDS",312433,312606,174,"+","FIG01114832","PLF_1301_00002005","PGF_00114172","NP_357905.1",57,,"hypothetical protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.349",,"VBIStrPne107296_0349","PATRIC.171101.6.NC_003098.CDS.312574.312936.rev","PATRIC","CDS",312574,312936,363,"-","FIG01306568","PLF_1301_00094114","PGF_01000105",,120,,"Mobile element protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.351",,"VBIStrPne107296_0351","PATRIC.171101.6.NC_003098.CDS.313045.313194.rev","PATRIC","CDS",313045,313194,150,"-","FIG01306568","PLF_1301_00004050","PGF_01000105",,49,,"Mobile element protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.37","spr0032","VBIStrPne107296_0037","PATRIC.171101.6.NC_003098.CDS.31306.33939.fwd","PATRIC","CDS",31306,33939,2634,"+","FIG00000404","PLF_1301_00054209","PGF_10347756","NP_357626.1",877,"polA","DNA polymerase I (EC 2.7.7.7)","GO:0003887|DNA-directed DNA polymerase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.352","spr0313","VBIStrPne107296_0352","PATRIC.171101.6.NC_003098.CDS.313115.313462.rev","PATRIC","CDS",313115,313462,348,"-","FIG01306568","PLF_1301_00001252","PGF_01000105","NP_357907.1",115,"transposase_A","Mobile element protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.353","spr0314","VBIStrPne107296_0353","PATRIC.171101.6.NC_003098.CDS.313695.314657.fwd","PATRIC","CDS",313695,314657,963,"+","FIG00018392","PLF_1301_00001667","PGF_04106538","NP_357908.1",320,"cps2A","Exopolysaccharide biosynthesis transcriptional activator EpsA","GO:0006260|DNA replication"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.354","spr0315","VBIStrPne107296_0354","PATRIC.171101.6.NC_003098.CDS.314740.315585.fwd","PATRIC","CDS",314740,315585,846,"+","FIG00638284","PLF_1301_00025158","PGF_03499306","NP_357909.1",281,"cps2H","The type 2 capsule locus of Streptococcus pneumoniae",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.355","spr0316","VBIStrPne107296_0355","PATRIC.171101.6.NC_003098.CDS.315715.316872.fwd","PATRIC","CDS",315715,316872,1158,"+","FIG00011380","PLF_1301_00025476","PGF_03499422","NP_357910.1",385,"cps2I","putative glycosyltransferase - possibly involved in cell wall localization and side chain formation of rhamnose-glucose polysaccharide",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.356","spr0317","VBIStrPne107296_0356","PATRIC.171101.6.NC_003098.CDS.316869.318278.fwd","PATRIC","CDS",316869,318278,1410,"+","FIG00144969","PLF_1301_00025112","PGF_10370992","NP_357911.1",469,"cps2J","Polysaccharide biosynthesis protein CpsM(V)",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.357","spr0318","VBIStrPne107296_0357","PATRIC.171101.6.NC_003098.CDS.318314.319552.fwd","PATRIC","CDS",318314,319552,1239,"+","FIG00000532","PLF_1301_00002936","PGF_10410292","NP_357912.1",412,"cps2K","UDP-glucose 6-dehydrogenase (EC 1.1.1.22)","GO:0003979|UDP-glucose 6-dehydrogenase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.358","spr0319","VBIStrPne107296_0358","PATRIC.171101.6.NC_003098.CDS.319581.320186.fwd","PATRIC","CDS",319581,320186,606,"+","FIG00003472","PLF_1301_00002179","PGF_00064046","NP_357913.1",201,"cps2P","UDP-galactopyranose mutase (EC 5.4.99.9)","GO:0008767|UDP-galactopyranose mutase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.359","spr0320","VBIStrPne107296_0359","PATRIC.171101.6.NC_003098.CDS.320264.321133.fwd","PATRIC","CDS",320264,321133,870,"+","FIG00000187","PLF_1301_00001724","PGF_08108653","NP_357914.1",289,"cps2L","Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24)","GO:0008879|glucose-1-phosphate thymidylyltransferase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.360","spr0321","VBIStrPne107296_0360","PATRIC.171101.6.NC_003098.CDS.321134.321727.fwd","PATRIC","CDS",321134,321727,594,"+","FIG00000408","PLF_1301_00001731","PGF_07115887","NP_357915.1",197,"cps2M","dTDP-4-dehydrorhamnose 3,5-epimerase (EC 5.1.3.13)","GO:0008830|dTDP-4-dehydrorhamnose 3,5-epimerase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.361","spr0322","VBIStrPne107296_0361","PATRIC.171101.6.NC_003098.CDS.321740.322789.fwd","PATRIC","CDS",321740,322789,1050,"+","FIG00030688","PLF_1301_00001728","PGF_03056683","NP_357916.1",349,"cpsN","dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)","GO:0008460|dTDP-glucose 4,6-dehydratase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.362","spr0323","VBIStrPne107296_0362","PATRIC.171101.6.NC_003098.CDS.322855.323706.fwd","PATRIC","CDS",322855,323706,852,"+","FIG00000368","PLF_1301_00001719","PGF_00571237","NP_357917.1",283,"cpsO","dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133)","GO:0008831|dTDP-4-dehydrorhamnose reductase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.363","spr0324","VBIStrPne107296_0363","PATRIC.171101.6.NC_003098.CDS.323905.324228.fwd","PATRIC","CDS",323905,324228,324,"+","FIG01306568","PLF_1301_00000029","PGF_01000105","NP_357918.1",107,"transposase_G-truncation","Mobile element protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.364","spr0325","VBIStrPne107296_0364","PATRIC.171101.6.NC_003098.CDS.324231.324680.fwd","PATRIC","CDS",324231,324680,450,"+","FIG01306568","PLF_1301_00000043","PGF_01000105","NP_357919.1",149,,"Mobile element protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.365","spr0326","VBIStrPne107296_0365","PATRIC.171101.6.NC_003098.CDS.324751.324909.fwd","PATRIC","CDS",324751,324909,159,"+","FIG01306568","PLF_1301_00001714","PGF_03496176","NP_357920.1",52,,"hypothetical protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.366","spr0327","VBIStrPne107296_0366","PATRIC.171101.6.NC_003098.CDS.325111.327093.fwd","PATRIC","CDS",325111,327093,1983,"+","FIG00451095","PLF_1301_00015705","PGF_02147779","NP_357921.1",660,"aliA","Oligopeptide ABC transporter, substrate-binding protein OppA (TC 3.A.1.5.1)",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.367","spr0328","VBIStrPne107296_0367","PATRIC.171101.6.NC_003098.CDS.327465.332696.fwd","PATRIC","CDS",327465,332696,5232,"+","FIG01346314","PLF_1301_00001635","PGF_00307842","NP_357922.1",1743,,"Endo-alpha-N-acetylgalactosaminidase (EC 3.2.1.97)","GO:0033926|glycopeptide alpha-N-acetylgalactosaminidase activity;GO:0033926|mucinaminylserine mucinaminidase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.368","spr0329","VBIStrPne107296_0368","PATRIC.171101.6.NC_003098.CDS.332863.335022.rev","PATRIC","CDS",332863,335022,2160,"-","FIG00007126","PLF_1301_00000988","PGF_02040916","NP_357923.1",719,"pbpA","Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-) / Penicillin-binding protein 1A/1B (PBP1)","GO:0008955|peptidoglycan glycosyltransferase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.369","spr0330","VBIStrPne107296_0369","PATRIC.171101.6.NC_003098.CDS.335019.335615.rev","PATRIC","CDS",335019,335615,597,"-","FIG00001605","PLF_1301_00000417","PGF_01124268","NP_357924.1",198,"recU","RecU Holliday junction resolvase",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.370","spr0331","VBIStrPne107296_0370","PATRIC.171101.6.NC_003098.CDS.335681.336208.fwd","PATRIC","CDS",335681,336208,528,"+","FIG00005686","PLF_1301_00001416","PGF_00426730","NP_357925.1",175,,"UPF0398 protein YpsA",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.371","spr0332","VBIStrPne107296_0371","PATRIC.171101.6.NC_003098.CDS.336278.336607.fwd","PATRIC","CDS",336278,336607,330,"+","FIG00001726","PLF_1301_00000913","PGF_00417093","NP_357926.1",109,,"Cell division protein GpsB, coordinates the switch between cylindrical and septal cell wall synthesis by re-localization of PBP1",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.372","spr0333","VBIStrPne107296_0372","PATRIC.171101.6.NC_003098.CDS.337093.338250.fwd","PATRIC","CDS",337093,338250,1158,"+","FIG00001721","PLF_1301_00000237","PGF_00415407","NP_357927.1",385,,"23S rRNA (guanine(2445)-N(2))-methyltransferase (EC 2.1.1.173)","GO:0052915|23S rRNA (guanine(2445)-N(2))-methyltransferase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.373","spr0334","VBIStrPne107296_0373","PATRIC.171101.6.NC_003098.CDS.338263.339657.fwd","PATRIC","CDS",338263,339657,1395,"+","FIG01315932","PLF_1301_00001278","PGF_08225224","NP_357928.1",464,,"hypothetical protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.374","spr0335","VBIStrPne107296_0374","PATRIC.171101.6.NC_003098.CDS.339733.341157.fwd","PATRIC","CDS",339733,341157,1425,"+","FIG00000405","PLF_1301_00000798","PGF_00427299","NP_357929.1",474,"gnd","6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)","GO:0004616|phosphogluconate dehydrogenase (decarboxylating) activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.38","spr0033","VBIStrPne107296_0038","PATRIC.171101.6.NC_003098.CDS.34024.34461.fwd","PATRIC","CDS",34024,34461,438,"+","FIG00002678","PLF_1301_00001001","PGF_01447607","NP_357627.1",145,,"Uncharacterized CoA-binding protein YneT",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.375","spr0336","VBIStrPne107296_0375","PATRIC.171101.6.NC_003098.CDS.341169.341858.fwd","PATRIC","CDS",341169,341858,690,"+","FIG01328318","PLF_1301_00001184","PGF_00047897","NP_357930.1",229,"csrR","Response regulator CsrR","GO:0000156|two-component response regulator activity;GO:0003677|DNA binding"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.376",,"VBIStrPne107296_0376","PATRIC.171101.6.NC_003098.CDS.341867.341959.fwd","PATRIC","CDS",341867,341959,93,"+","FIG00638284","PLF_1301_00018842","PGF_03496670",,30,,"hypothetical protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.377","spr0337","VBIStrPne107296_0377","PATRIC.171101.6.NC_003098.CDS.341956.342972.fwd","PATRIC","CDS",341956,342972,1017,"+","FIG01114653","PLF_1301_00048660","PGF_03510298","NP_357931.1",338,"cbpF","Surface protein PspC",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.378","spr0338","VBIStrPne107296_0378","PATRIC.171101.6.NC_003098.CDS.343094.343972.fwd","PATRIC","CDS",343094,343972,879,"+","FIG00009889","PLF_1301_00000628","PGF_04815798","NP_357932.1",292,"mvk","Mevalonate kinase (EC 2.7.1.36)","GO:0004496|mevalonate kinase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.379","spr0339","VBIStrPne107296_0379","PATRIC.171101.6.NC_003098.CDS.343954.344907.fwd","PATRIC","CDS",343954,344907,954,"+","FIG00001783","PLF_1301_00000463","PGF_00423613","NP_357933.1",317,"mvd1","Diphosphomevalonate decarboxylase (EC 4.1.1.33)","GO:0004163|diphosphomevalonate decarboxylase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.39",,"VBIStrPne107296_0039","PATRIC.171101.6.NC_003098.CDS.34448.34540.fwd","PATRIC","CDS",34448,34540,93,"+",,"PLF_1301_00013005","PGF_08225224",,30,,"hypothetical protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.380","spr0340","VBIStrPne107296_0380","PATRIC.171101.6.NC_003098.CDS.344894.345901.fwd","PATRIC","CDS",344894,345901,1008,"+","FIG00011236","PLF_1301_00000944","PGF_02154390","NP_357934.1",335,"mvaK2","Phosphomevalonate kinase (EC 2.7.4.2)","GO:0004631|phosphomevalonate kinase activity"
